Store ID,City,Date,Foot Traffic,Customers,Avg Order Value ($),Daily Sales ($),Avg Customer Rating,Local Competition Count
New York - Store 3,New York,2024-08-24,223,40,8.659641038778343,346.39,4.32833342026077,7
New York - Store 3,New York,2024-08-25,291,98,6.159295586527328,603.61,4.908140190745638,5
New York - Store 3,New York,2024-08-26,251,63,8.403522221726202,529.42,4.116570790334087,9
New York - Store 3,New York,2024-08-27,278,61,7.265080695651721,443.17,4.315204804972045,2
New York - Store 3,New York,2024-08-28,91,31,7.8451248184936,243.2,3.9655971429437673,5
New York - Store 3,New York,2024-08-29,266,79,6.410762022000183,506.45,4.863471337872296,2
New York - Store 3,New York,2024-08-30,255,84,6.211374814166283,521.76,4.940017821228688,1
New York - Store 3,New York,2024-08-31,172,26,5.625779247227317,146.27,3.9284398995253658,7
New York - Store 3,New York,2024-09-01,287,102,4.191308771251553,427.51,3.6141499834711617,5
New York - Store 3,New York,2024-09-02,69,11,5.39115768329709,59.3,4.69691478387995,8
New York - Store 3,New York,2024-09-03,190,19,6.575936594225172,124.94,4.111827390275538,6
New York - Store 3,New York,2024-09-04,203,61,8.212583130276947,500.97,4.581339828578146,3
New York - Store 3,New York,2024-09-05,62,6,9.723524823080332,58.34,4.721313150581994,4
New York - Store 3,New York,2024-09-06,277,73,9.059067523917044,661.31,4.221470369069492,6
New York - Store 3,New York,2024-09-07,204,71,7.22663494765386,513.09,3.729563895745732,1
New York - Store 3,New York,2024-09-08,123,47,6.657622730406616,312.91,4.398940349465718,3
New York - Store 3,New York,2024-09-09,162,19,7.006718204952089,133.13,4.530428662078157,3
New York - Store 3,New York,2024-09-10,276,75,9.453506464728724,709.01,4.912987170325808,3
New York - Store 3,New York,2024-09-11,228,24,5.976499944246657,143.44,4.305302326955903,3
New York - Store 3,New York,2024-09-12,119,42,4.764998360031914,200.13,3.6395455621113437,3
New York - Store 3,New York,2024-09-13,245,63,5.598265848580143,352.69,4.849179626830753,3
New York - Store 3,New York,2024-09-14,220,48,9.341815342681121,448.41,4.075923341394459,9
New York - Store 3,New York,2024-09-15,202,49,4.735498939043098,232.04,4.891901301855532,3
New York - Store 3,New York,2024-09-16,219,74,4.924369917163888,364.4,4.437719137600031,5
New York - Store 3,New York,2024-09-17,285,57,8.172930755065902,465.86,4.5479533841479345,6
New York - Store 3,New York,2024-09-18,205,50,9.489316900729024,474.47,4.233794776970924,5
New York - Store 3,New York,2024-09-19,70,18,8.995654078230313,161.92,4.1027595285348815,7
New York - Store 3,New York,2024-09-20,272,98,5.297805641776971,519.18,4.71078795560324,4
New York - Store 3,New York,2024-09-21,87,13,8.649150413091736,112.44,3.6945593869850404,7
New York - Store 3,New York,2024-09-22,270,68,8.124339476114287,552.46,4.449925223499493,1
New York - Store 3,New York,2024-09-23,177,59,7.399384019380843,436.56,4.9359704197870595,2
New York - Store 3,New York,2024-09-24,203,61,8.550451844798229,521.58,3.8373589558277335,5
New York - Store 3,New York,2024-09-25,105,21,5.741702063888562,120.58,4.311782083785537,4
New York - Store 3,New York,2024-09-26,119,43,7.080283877681763,304.45,4.737981927262751,9
New York - Store 3,New York,2024-09-27,97,34,8.393804623649086,285.39,4.41641978855398,8
New York - Store 3,New York,2024-09-28,91,26,8.771299519182296,228.05,4.9535564394538305,2
New York - Store 3,New York,2024-09-29,210,56,9.692229509435084,542.76,4.853368434644347,6
New York - Store 3,New York,2024-09-30,279,73,4.530921374194084,330.76,3.5395754270083075,1
New York - Store 3,New York,2024-10-01,208,36,6.043930463723796,217.58,3.596126881406099,2
New York - Store 3,New York,2024-10-02,189,68,6.383452788801011,434.07,3.903051103631402,5
New York - Store 3,New York,2024-10-03,87,27,7.330034034006916,197.91,4.856286811328642,8
New York - Store 3,New York,2024-10-04,230,57,8.714516343320398,496.73,4.921300776100168,4
New York - Store 3,New York,2024-10-05,195,55,6.993236926923286,384.63,4.983778362297175,3
New York - Store 3,New York,2024-10-06,268,32,9.864214364665816,315.65,4.76538041839031,2
New York - Store 3,New York,2024-10-07,191,70,6.044000924930468,423.08,4.065667976801667,1
New York - Store 3,New York,2024-10-08,92,23,4.826577576391118,111.01,4.053584239012706,5
New York - Store 3,New York,2024-10-09,119,22,6.765817553275237,148.85,4.511002056604781,9
New York - Store 3,New York,2024-10-10,186,61,4.349783223174143,265.34,4.997631850885661,4
New York - Store 3,New York,2024-10-11,273,98,7.907186272572078,774.9,4.784427692070143,8
New York - Store 3,New York,2024-10-12,176,61,5.773613665025328,352.19,4.558044036345023,9
New York - Store 3,New York,2024-10-13,237,65,5.077652432963817,330.05,4.602534797267255,7
New York - Store 3,New York,2024-10-14,260,68,8.255782821505992,561.39,3.575053754652135,3
New York - Store 3,New York,2024-10-15,227,58,8.833484958647402,512.34,4.6870290854785015,7
New York - Store 3,New York,2024-10-16,217,77,4.479138547493539,344.89,4.666976638982682,3
New York - Store 3,New York,2024-10-17,159,59,4.340319721310427,256.08,3.5442145281866715,3
New York - Store 3,New York,2024-10-18,204,80,8.290458204266654,663.24,4.421961678581753,7
New York - Store 3,New York,2024-10-19,293,106,8.876541119782956,940.91,4.4972000658006275,2
New York - Store 3,New York,2024-10-20,248,30,7.480230927405535,224.41,4.5795418571912565,9
New York - Store 3,New York,2024-10-21,140,40,5.718196407322951,228.73,4.646366331829718,6
New York - Store 3,New York,2024-10-22,162,22,7.1591166863994165,157.5,4.093605295050078,3
New York - Store 3,New York,2024-10-23,140,49,4.066170690994817,199.24,3.968192415317159,1
New York - Store 3,New York,2024-10-24,263,33,5.782577315038486,190.83,3.5814067780840606,7
New York - Store 3,New York,2024-10-25,279,35,8.21028180439657,287.36,3.5789631689407417,1
New York - Store 3,New York,2024-10-26,283,54,9.379429149815664,506.49,4.462089873084975,2
New York - Store 3,New York,2024-10-27,65,9,9.004752599483474,81.04,3.512219372291353,8
New York - Store 3,New York,2024-10-28,248,70,6.251478451564302,437.6,4.976290087577845,9
New York - Store 3,New York,2024-10-29,262,104,7.741766997167897,805.14,4.3380604918941446,4
New York - Store 3,New York,2024-10-30,211,38,9.547976129749575,362.82,4.031369004783866,9
New York - Store 3,New York,2024-10-31,252,100,5.5784182830012465,557.84,4.3641213185217405,4
New York - Store 3,New York,2024-11-01,97,14,4.8920353821770926,68.49,4.18446186748726,6
New York - Store 3,New York,2024-11-02,211,66,4.4170526286915175,291.53,4.958249935611036,9
New York - Store 3,New York,2024-11-03,209,65,5.939164391946017,386.05,3.978045885928096,4
New York - Store 3,New York,2024-11-04,57,16,4.878238399533807,78.05,3.7833947206474283,9
New York - Store 3,New York,2024-11-05,80,28,7.978886976398935,223.41,4.012567819012532,5
New York - Store 3,New York,2024-11-06,85,27,6.922096243097437,186.9,4.719773220926692,9
New York - Store 3,New York,2024-11-07,79,29,9.455590260732045,274.21,4.268254933900831,7
New York - Store 3,New York,2024-11-08,65,15,8.139376019880164,122.09,4.82599666530678,7
New York - Store 3,New York,2024-11-09,237,88,8.891081391819334,782.42,4.968284022767352,3
New York - Store 3,New York,2024-11-10,114,20,4.635735468064286,92.71,3.668361607987383,8
New York - Store 3,New York,2024-11-11,269,76,8.825921956583034,670.77,4.848875460472347,7
New York - Store 3,New York,2024-11-12,160,16,5.117900659111201,81.89,3.6495893057800517,8
New York - Store 3,New York,2024-11-13,149,37,4.260383071471365,157.63,4.022716963693483,6
New York - Store 3,New York,2024-11-14,269,79,6.78563421594604,536.07,4.242976470400864,2
New York - Store 3,New York,2024-11-15,156,60,5.28841075072938,317.3,4.274996389765811,2
New York - Store 3,New York,2024-11-16,103,27,9.574125314300806,258.5,4.066952533461926,6
New York - Store 3,New York,2024-11-17,192,24,7.653994666311571,183.7,3.9323179526721592,5
New York - Store 3,New York,2024-11-18,93,24,7.193861580279464,172.65,3.613807461836071,1
New York - Store 3,New York,2024-11-19,258,42,5.457810750727424,229.23,4.4634634336865275,2
New York - Store 3,New York,2024-11-20,258,42,5.525066285833945,232.05,4.23597124901109,7
New York - Store 3,New York,2024-11-21,241,72,4.448475421817893,320.29,4.191027460223201,2
New York - Store 3,New York,2024-11-22,150,31,8.37655656389629,259.67,4.945915601403415,4
New York - Store 3,New York,2024-11-23,286,48,5.354168046342581,257.0,3.5313980442381103,9
New York - Store 3,New York,2024-11-24,127,42,4.202734905689492,176.51,4.389733993290701,3
New York - Store 3,New York,2024-11-25,213,43,6.087811996931299,261.78,4.203590510331731,2
New York - Store 3,New York,2024-11-26,237,31,4.873772431152709,151.09,3.5501569783416467,8
New York - Store 3,New York,2024-11-27,68,9,9.677586958018491,87.1,4.60004227209814,2
New York - Store 3,New York,2024-11-28,54,18,4.641519186278928,83.55,4.257131485348313,5
New York - Store 3,New York,2024-11-29,227,62,8.996674426139768,557.79,3.6084075635170274,5
New York - Store 3,New York,2024-11-30,143,30,6.041649893404185,181.25,4.431248949161289,4
New York - Store 3,New York,2024-12-01,217,53,5.868252652979927,311.02,4.807696656536994,7
New York - Store 3,New York,2024-12-02,51,8,8.124234201616801,64.99,4.028653912289863,2
New York - Store 3,New York,2024-12-03,224,72,4.305123813002439,309.97,3.8316848943335224,5
New York - Store 3,New York,2024-12-04,257,67,4.867091343441702,326.1,3.7009118291000007,2
New York - Store 3,New York,2024-12-05,107,36,5.083929412547022,183.02,4.109851711858236,6
New York - Store 3,New York,2024-12-06,201,67,7.061277498868733,473.11,3.6917746054902008,2
New York - Store 3,New York,2024-12-07,130,40,4.919776963092325,196.79,4.872127747138104,5
New York - Store 3,New York,2024-12-08,111,12,5.124102505974562,61.49,4.864191197073157,4
New York - Store 3,New York,2024-12-09,88,29,5.367059128459004,155.64,4.235332961980611,9
New York - Store 3,New York,2024-12-10,182,63,4.13562663615536,260.54,3.865764094949158,7
New York - Store 3,New York,2024-12-11,299,106,6.805263098162595,721.36,4.106330065839824,7
New York - Store 3,New York,2024-12-12,156,61,9.101604366015545,555.2,4.559553157775461,6
New York - Store 3,New York,2024-12-13,75,23,5.142741982180276,118.28,4.163234207169218,3
New York - Store 3,New York,2024-12-14,225,84,6.322403880347759,531.08,4.343961495872149,3
New York - Store 3,New York,2024-12-15,191,43,5.40125081155821,232.25,4.99178862257455,8
New York - Store 3,New York,2024-12-16,68,24,8.130243276315536,195.13,3.9422984421045455,7
New York - Store 3,New York,2024-12-17,251,40,9.618115346949912,384.72,3.5277868651189337,3
New York - Store 3,New York,2024-12-18,217,23,6.901558288625974,158.74,4.2515710666916275,2
New York - Store 3,New York,2024-12-19,221,55,4.9734132888434655,273.54,4.124524248194648,3
New York - Store 3,New York,2024-12-20,162,64,5.907758989957706,378.1,4.297933548174765,1
New York - Store 3,New York,2024-12-21,185,71,6.871502394596641,487.88,4.5486593080995465,8
New York - Store 3,New York,2024-12-22,267,56,9.412733429472325,527.11,4.87618433283652,3
New York - Store 3,New York,2024-12-23,115,20,6.402133565619751,128.04,4.805593862338553,3
New York - Store 3,New York,2024-12-24,282,78,4.7083270435603115,367.25,3.584412482166861,1
New York - Store 3,New York,2024-12-25,109,23,7.466414620965052,171.73,4.272626564257678,3
New York - Store 3,New York,2024-12-26,126,37,6.54547421923948,242.18,4.137492860629795,2
New York - Store 3,New York,2024-12-27,224,56,7.523074768814181,421.29,4.214734096030739,7
New York - Store 3,New York,2024-12-28,190,20,5.8781521282094875,117.56,4.729802221290507,3
New York - Store 3,New York,2024-12-29,267,63,6.476019664021247,407.99,3.884666026194782,1
New York - Store 3,New York,2024-12-30,139,25,4.656399552762004,116.41,4.489731264040092,2
New York - Store 3,New York,2024-12-31,127,28,7.312109033773908,204.74,3.846412496898117,4
Los Angeles - Store 1,Los Angeles,2023-01-01,100,25,8.854207301442049,221.36,4.6710990950430045,5
Los Angeles - Store 1,Los Angeles,2023-01-02,165,51,8.800326447708228,448.82,4.019160861173592,6
Los Angeles - Store 1,Los Angeles,2023-01-03,257,25,6.705421918558889,167.64,4.0286490973082625,2
Los Angeles - Store 1,Los Angeles,2023-01-04,135,48,5.546531293768658,266.23,3.839644407631475,2
Los Angeles - Store 1,Los Angeles,2023-01-05,150,15,8.40337222539756,126.05,3.6103719417345363,9
Los Angeles - Store 1,Los Angeles,2023-01-06,188,63,4.795863246723793,302.14,4.277958035999019,5
Los Angeles - Store 1,Los Angeles,2023-01-07,249,35,9.79706814900722,342.9,4.731547920644647,9
Los Angeles - Store 1,Los Angeles,2023-01-08,75,11,4.753966873477497,52.29,3.7075678438128774,3
Los Angeles - Store 1,Los Angeles,2023-01-09,112,26,8.697605036439203,226.14,4.619382341525308,2
Los Angeles - Store 1,Los Angeles,2023-01-10,129,39,4.110134346274851,160.3,3.967666470207533,8
Los Angeles - Store 1,Los Angeles,2023-01-11,87,9,9.111327894822299,82.0,4.526037292538108,6
Los Angeles - Store 1,Los Angeles,2023-01-12,127,24,4.216224264995125,101.19,4.899168687031602,5
Los Angeles - Store 1,Los Angeles,2023-01-13,291,38,6.9511412283588845,264.14,4.6527016934962,4
Los Angeles - Store 1,Los Angeles,2023-01-14,151,27,5.456289920791499,147.32,4.987509579247517,9
Los Angeles - Store 1,Los Angeles,2023-01-15,298,113,4.011591485749031,453.31,4.588656570436666,7
Los Angeles - Store 1,Los Angeles,2023-01-16,90,28,6.132432440574013,171.71,4.730744666986783,6
Los Angeles - Store 1,Los Angeles,2023-01-17,230,91,5.082542932488223,462.51,4.649038849278945,2
Los Angeles - Store 1,Los Angeles,2023-01-18,106,16,8.087879112087306,129.41,4.300092337260207,2
Los Angeles - Store 1,Los Angeles,2023-01-19,89,15,4.209281834920166,63.14,4.115403707497576,4
Los Angeles - Store 1,Los Angeles,2023-01-20,258,95,4.247501940830383,403.51,4.147476281276572,9
Los Angeles - Store 1,Los Angeles,2023-01-21,141,18,7.953200001532132,143.16,4.470666891461142,8
Los Angeles - Store 1,Los Angeles,2023-01-22,81,8,4.4729084634567045,35.78,4.6444983465679135,2
Los Angeles - Store 1,Los Angeles,2023-01-23,81,14,7.084184916855217,99.18,4.359723871971869,1
Los Angeles - Store 1,Los Angeles,2023-01-24,298,59,4.814994570479595,284.08,3.8553888810971713,9
Los Angeles - Store 1,Los Angeles,2023-01-25,271,106,6.798361704162283,720.63,3.9580298203216846,9
Los Angeles - Store 1,Los Angeles,2023-01-26,251,48,5.5389251392429255,265.87,4.390626128610769,2
Los Angeles - Store 1,Los Angeles,2023-01-27,92,16,7.968292467069935,127.49,3.5480940444602074,5
Los Angeles - Store 1,Los Angeles,2023-01-28,264,86,4.132939776497461,355.43,4.252569225032738,4
Los Angeles - Store 1,Los Angeles,2023-01-29,128,37,8.507638701626476,314.78,4.517775604226621,3
Los Angeles - Store 1,Los Angeles,2023-01-30,206,69,6.854224469134337,472.94,4.304934919603241,1
Los Angeles - Store 1,Los Angeles,2023-01-31,289,29,5.495046983454199,159.36,4.578212352423747,5
Los Angeles - Store 1,Los Angeles,2023-02-01,155,58,4.300133601499347,249.41,3.732914904765996,7
Los Angeles - Store 1,Los Angeles,2023-02-02,282,89,8.866092249592416,789.08,4.788479586548175,4
Los Angeles - Store 1,Los Angeles,2023-02-03,155,48,4.692399149684969,225.24,4.110213937035274,1
Los Angeles - Store 1,Los Angeles,2023-02-04,154,32,7.546572283213685,241.49,4.255660165586951,7
Los Angeles - Store 1,Los Angeles,2023-02-05,250,97,4.334413159008413,420.44,4.360942276252445,6
Los Angeles - Store 1,Los Angeles,2023-02-06,198,24,7.3632361145006255,176.72,3.9981108362357305,6
Los Angeles - Store 1,Los Angeles,2023-02-07,278,98,7.1295970779467295,698.7,4.8999146185686,4
Los Angeles - Store 1,Los Angeles,2023-02-08,267,82,4.030153020191872,330.47,4.1417351849573745,8
Los Angeles - Store 1,Los Angeles,2023-02-09,280,104,5.047503908058162,524.94,3.929090077488928,2
Los Angeles - Store 1,Los Angeles,2023-02-10,106,18,5.259188063674727,94.67,4.398648987654129,7
Los Angeles - Store 1,Los Angeles,2023-02-11,74,16,8.671383085280556,138.74,4.60160696381487,1
Los Angeles - Store 1,Los Angeles,2023-02-12,153,41,6.192708907919641,253.9,4.90421950314817,8
Los Angeles - Store 1,Los Angeles,2023-02-13,228,68,9.347695988966503,635.64,4.7058270631028805,7
Los Angeles - Store 1,Los Angeles,2023-02-14,97,30,4.505623355084593,135.17,4.717792549748876,2
Los Angeles - Store 1,Los Angeles,2023-02-15,129,43,9.813537242312455,421.98,4.3599150331298056,9
Los Angeles - Store 1,Los Angeles,2023-02-16,126,40,6.485849874005039,259.43,4.21035424786197,5
Los Angeles - Store 1,Los Angeles,2023-02-17,171,64,6.348878382004094,406.33,4.767425565908907,6
Los Angeles - Store 1,Los Angeles,2023-02-18,165,24,4.1825412379245135,100.38,3.9922207707726027,1
Los Angeles - Store 1,Los Angeles,2023-02-19,257,33,7.638458660462803,252.07,4.177243908679166,2
Los Angeles - Store 1,Los Angeles,2023-02-20,127,17,5.272167103013373,89.63,3.54431295291724,2
Los Angeles - Store 1,Los Angeles,2023-02-21,97,17,9.219435603341925,156.73,4.407411219796632,9
Los Angeles - Store 1,Los Angeles,2023-02-22,235,40,7.4736230572321425,298.94,4.470751658076479,1
Los Angeles - Store 1,Los Angeles,2023-02-23,90,29,5.868035457576499,170.17,4.351665434647817,7
Los Angeles - Store 1,Los Angeles,2023-02-24,177,65,9.715992568590199,631.54,4.079204597792857,9
Los Angeles - Store 1,Los Angeles,2023-02-25,94,11,8.943882334942392,98.38,4.515651914536047,8
Los Angeles - Store 1,Los Angeles,2023-02-26,73,21,5.736114461333477,120.46,3.88025152415866,5
Los Angeles - Store 1,Los Angeles,2023-02-27,117,21,7.068618437809524,148.44,4.160222670836198,3
Los Angeles - Store 1,Los Angeles,2023-02-28,96,19,8.782930634894992,166.88,4.164275296212816,7
Los Angeles - Store 1,Los Angeles,2023-03-01,214,72,9.866046484772244,710.36,4.680000423312444,6
Los Angeles - Store 1,Los Angeles,2023-03-02,123,32,6.950743795742008,222.42,4.348184549111163,2
Los Angeles - Store 1,Los Angeles,2023-03-03,280,42,5.822398534531272,244.54,4.00518891662316,2
Los Angeles - Store 1,Los Angeles,2023-03-04,64,7,6.659520648849773,46.62,3.779367407449662,3
Los Angeles - Store 1,Los Angeles,2023-03-05,211,73,9.703670648457342,708.37,4.4513789801773065,4
Los Angeles - Store 1,Los Angeles,2023-03-06,73,20,5.8720078366507025,117.44,4.86473546124809,3
Los Angeles - Store 1,Los Angeles,2023-03-07,167,44,5.948793492282164,261.75,3.9400845133744675,7
Los Angeles - Store 1,Los Angeles,2023-03-08,170,46,9.68722101171808,445.61,4.227607978344761,6
Los Angeles - Store 1,Los Angeles,2023-03-09,173,60,4.8844767018039,293.07,4.562254882753356,9
Los Angeles - Store 1,Los Angeles,2023-03-10,278,48,8.121630134000219,389.84,4.6139910779846325,2
Los Angeles - Store 1,Los Angeles,2023-03-11,86,32,8.506883463708647,272.22,4.900063248712954,9
Los Angeles - Store 1,Los Angeles,2023-03-12,151,44,8.577693271069368,377.42,4.63922985378246,6
Los Angeles - Store 1,Los Angeles,2023-03-13,181,50,6.9393624663050435,346.97,3.5482479054839473,8
Los Angeles - Store 1,Los Angeles,2023-03-14,295,79,6.575928051805818,519.5,4.949084199147799,8
Los Angeles - Store 1,Los Angeles,2023-03-15,280,104,4.049338788333349,421.13,4.604123216505628,9
Los Angeles - Store 1,Los Angeles,2023-03-16,190,69,7.923406878215544,546.72,4.508351224700908,9
Los Angeles - Store 1,Los Angeles,2023-03-17,290,113,7.69762293525515,869.83,4.904222156769535,3
Los Angeles - Store 1,Los Angeles,2023-03-18,156,30,8.619953687312226,258.6,4.800146003437016,6
Los Angeles - Store 1,Los Angeles,2023-03-19,238,94,4.069433192531622,382.53,3.9493889833778235,8
Los Angeles - Store 1,Los Angeles,2023-03-20,92,26,5.392803476800937,140.21,3.5014145637912355,3
Los Angeles - Store 1,Los Angeles,2023-03-21,53,19,9.309244742700752,176.88,4.54931671064832,7
Los Angeles - Store 1,Los Angeles,2023-03-22,278,70,4.8215129439739774,337.51,4.011525639678805,6
Los Angeles - Store 1,Los Angeles,2023-03-23,211,79,7.2215395685207024,570.5,4.591646060769416,7
Los Angeles - Store 1,Los Angeles,2023-03-24,102,28,8.216746128267076,230.07,4.179152194267101,6
Los Angeles - Store 1,Los Angeles,2023-03-25,261,84,7.021461378031549,589.8,4.84108190780583,3
Los Angeles - Store 1,Los Angeles,2023-03-26,222,75,7.813560892049123,586.02,3.955581430386783,6
Los Angeles - Store 1,Los Angeles,2023-03-27,292,53,5.215941531942587,276.44,4.163231170679874,3
Los Angeles - Store 1,Los Angeles,2023-03-28,224,88,7.530601338498549,662.69,4.335428137496263,8
Los Angeles - Store 1,Los Angeles,2023-03-29,64,21,6.496711266591159,136.43,3.525364719884551,1
Los Angeles - Store 1,Los Angeles,2023-03-30,67,7,4.647134656921087,32.53,4.475376079469285,7
Los Angeles - Store 1,Los Angeles,2023-03-31,229,46,6.92084246189946,318.36,4.9678675922890605,4
Los Angeles - Store 1,Los Angeles,2023-04-01,146,32,5.592995303309693,178.98,3.9538882289961736,4
Los Angeles - Store 1,Los Angeles,2023-04-02,130,33,7.641158846805571,252.16,4.233169082344499,7
Los Angeles - Store 1,Los Angeles,2023-04-03,106,17,6.89503354829268,117.22,4.011654070703687,7
Los Angeles - Store 1,Los Angeles,2023-04-04,154,46,7.7998730466196635,358.79,4.19373531560839,3
Los Angeles - Store 1,Los Angeles,2023-04-05,271,84,6.95269994251517,584.03,3.6413645996067885,7
Los Angeles - Store 1,Los Angeles,2023-04-06,290,37,7.675556849655258,284.0,3.641315545418741,8
Los Angeles - Store 1,Los Angeles,2023-04-07,269,28,5.496254727975352,153.9,4.836000013837861,8
Los Angeles - Store 1,Los Angeles,2023-04-08,156,19,8.926756626911079,169.61,4.239552682310308,8
Los Angeles - Store 1,Los Angeles,2023-04-09,279,81,6.608809202618967,535.31,3.8011500935890026,8
Los Angeles - Store 1,Los Angeles,2023-04-10,218,50,4.739834831928548,236.99,4.2296699175365715,9
Los Angeles - Store 1,Los Angeles,2023-04-11,207,72,8.0718966230972,581.18,3.5977996500592258,7
Los Angeles - Store 1,Los Angeles,2023-04-12,267,49,9.490194540826506,465.02,4.801673066589146,4
Los Angeles - Store 1,Los Angeles,2023-04-13,127,46,9.329139717785123,429.14,4.782119198046088,4
Los Angeles - Store 1,Los Angeles,2023-04-14,245,59,5.064589913497589,298.81,4.216232075693641,4
Los Angeles - Store 1,Los Angeles,2023-04-15,265,89,6.502331417396233,578.71,3.8436749208670986,3
Los Angeles - Store 1,Los Angeles,2023-04-16,194,27,6.732184807369003,181.77,4.71570442560439,2
Los Angeles - Store 1,Los Angeles,2023-04-17,189,42,7.112849872506121,298.74,3.550475498202585,1
Los Angeles - Store 1,Los Angeles,2023-04-18,101,22,6.672866098500075,146.8,4.8105090907696475,9
Los Angeles - Store 1,Los Angeles,2023-04-19,243,25,5.364945345214374,134.12,4.213430921462388,3
Los Angeles - Store 1,Los Angeles,2023-04-20,230,60,8.137814451490726,488.27,4.203984945565205,6
Los Angeles - Store 1,Los Angeles,2023-04-21,217,50,6.465529418163033,323.28,4.307875078781305,1
Los Angeles - Store 1,Los Angeles,2023-04-22,184,67,5.998513288563237,401.9,3.72128575126602,4
Los Angeles - Store 1,Los Angeles,2023-04-23,113,17,4.817401909274354,81.9,4.445601389054,1
Los Angeles - Store 1,Los Angeles,2023-04-24,277,84,4.514506305466626,379.22,4.191381159379489,4
Los Angeles - Store 1,Los Angeles,2023-04-25,230,91,8.003142067855364,728.29,3.8672593262142807,2
Los Angeles - Store 1,Los Angeles,2023-04-26,228,63,5.270795731489287,332.06,4.776666238771332,5
Los Angeles - Store 1,Los Angeles,2023-04-27,293,47,8.73131105204954,410.37,3.7507937818209025,8
Los Angeles - Store 1,Los Angeles,2023-04-28,262,65,9.107244312668463,591.97,4.521392804965254,7
Los Angeles - Store 1,Los Angeles,2023-04-29,115,42,9.858940204265494,414.08,4.550321988268001,5
Los Angeles - Store 1,Los Angeles,2023-04-30,133,34,4.547469047825532,154.61,4.518418136421005,3
Los Angeles - Store 1,Los Angeles,2023-05-01,150,58,5.56238415247043,322.62,3.527684628564534,2
Los Angeles - Store 1,Los Angeles,2023-05-02,282,85,7.643376701790344,649.69,4.123601372485081,4
Los Angeles - Store 1,Los Angeles,2023-05-03,229,49,7.534800418936229,369.21,4.471504034181239,3
Los Angeles - Store 1,Los Angeles,2023-05-04,183,71,4.5030743080268865,319.72,4.020570538930666,8
Los Angeles - Store 1,Los Angeles,2023-05-05,114,11,6.1897431260093505,68.09,3.9105648757592637,4
Los Angeles - Store 1,Los Angeles,2023-05-06,196,35,9.801910108168226,343.07,3.740111158230096,5
Los Angeles - Store 1,Los Angeles,2023-05-07,204,80,4.119408902440467,329.55,4.548541121063143,1
Los Angeles - Store 1,Los Angeles,2023-05-08,73,8,6.417337473739785,51.34,4.902826715256312,2
Los Angeles - Store 1,Los Angeles,2023-05-09,296,81,7.008378871571946,567.68,4.810076246556571,1
Los Angeles - Store 1,Los Angeles,2023-05-10,149,28,7.086877852786183,198.43,4.570186040651066,6
Los Angeles - Store 1,Los Angeles,2023-05-11,197,22,6.826497104227079,150.18,4.096929584302,3
Los Angeles - Store 1,Los Angeles,2023-05-12,246,77,6.980620678762982,537.51,3.561827068927549,4
Los Angeles - Store 1,Los Angeles,2023-05-13,98,34,6.162778174895533,209.53,4.145632862131951,7
Los Angeles - Store 1,Los Angeles,2023-05-14,130,42,8.003279750451444,336.14,4.9871475373371315,8
Los Angeles - Store 1,Los Angeles,2023-05-15,118,17,9.733106238503446,165.46,4.501665839668642,7
Los Angeles - Store 1,Los Angeles,2023-05-16,60,17,9.29871644004865,158.08,4.365562792985037,6
Los Angeles - Store 1,Los Angeles,2023-05-17,243,84,8.695072049234977,730.39,4.316273231346951,6
Los Angeles - Store 1,Los Angeles,2023-05-18,151,53,9.467405861888029,501.77,4.730941090128555,3
Los Angeles - Store 1,Los Angeles,2023-05-19,79,31,5.551505329316643,172.1,4.586307369212555,2
Los Angeles - Store 1,Los Angeles,2023-05-20,100,17,9.449551328062396,160.64,3.9642223687923006,2
Los Angeles - Store 1,Los Angeles,2023-05-21,58,21,5.15681676805964,108.29,4.084052015572101,8
Los Angeles - Store 1,Los Angeles,2023-05-22,156,35,7.328162113882347,256.49,3.6205052998542313,1
Los Angeles - Store 1,Los Angeles,2023-05-23,72,16,8.8030907475909,140.85,3.880696463833988,1
Los Angeles - Store 1,Los Angeles,2023-05-24,151,24,5.453863638324687,130.89,4.121101738651724,9
Los Angeles - Store 1,Los Angeles,2023-05-25,256,67,5.740553589704487,384.62,4.420168208851985,8
Los Angeles - Store 1,Los Angeles,2023-05-26,79,24,4.998485705865639,119.96,4.679551078942547,2
Los Angeles - Store 1,Los Angeles,2023-05-27,63,14,6.102821213907568,85.44,4.788220872012285,6
Los Angeles - Store 1,Los Angeles,2023-05-28,107,28,4.852369656658373,135.87,4.5571937541982805,1
Los Angeles - Store 1,Los Angeles,2023-05-29,147,53,5.362898480627962,284.23,3.5120477958134346,2
Los Angeles - Store 1,Los Angeles,2023-05-30,161,44,8.135378418177712,357.96,3.6603250626305472,8
Los Angeles - Store 1,Los Angeles,2023-05-31,202,46,4.434091059384913,203.97,4.679274003797319,8
Los Angeles - Store 1,Los Angeles,2023-06-01,87,12,8.44910351396194,101.39,4.399142588165628,3
Los Angeles - Store 1,Los Angeles,2023-06-02,280,93,6.298481687999111,585.76,3.9955714014944563,9
Los Angeles - Store 1,Los Angeles,2023-06-03,77,16,7.609291038278236,121.75,4.409475421061798,1
Los Angeles - Store 1,Los Angeles,2023-06-04,55,13,6.788705235625005,88.25,4.996270618492844,3
Los Angeles - Store 1,Los Angeles,2023-06-05,63,7,5.458011484772715,38.21,4.693192881832201,2
